sent_id	left_context	pivot	right_context
train-s1796	Er war ein Kämpfer, ein Staatsmann, ein Freund'', rühmte ihn auch Präsident 	Ezer	 Weizman, der häufig und nicht nur in den letzten Wochen an Rabins Politik zweifelte. 
train-s1797		Aleksander	 Kwasniewskis Anhänger wünschen sich einen jungen, modernen Präsidenten, der Distanz zur katholischen Kirche hält und für soziale Probleme sensibel ist. 
train-s1807	Die IG Bau-Steine-Erden und die Gewerkschaft Gartenbau, Landwirtschaft und Forsten (GGLF) haben sich im November in 	Dortmund	 bereits vereinigt. 
train-s1807	Die IG Bau-Steine-Erden und die Gewerkschaft Gartenbau, Landwirtschaft und Forsten (	GGLF	) haben sich im November in Dortmund bereits vereinigt. 
train-s1807	Die IG Bau-Steine-Erden und die Gewerkschaft Gartenbau, Landwirtschaft und 	Forsten	 (GGLF) haben sich im November in Dortmund bereits vereinigt. 
train-s1807	Die IG Bau-Steine-Erden und die Gewerkschaft Gartenbau, 	Landwirtschaft	 und Forsten (GGLF) haben sich im November in Dortmund bereits vereinigt. 
train-s1807	Die IG Bau-Steine-	Erden	 und die Gewerkschaft Gartenbau, Landwirtschaft und Forsten (GGLF) haben sich im November in Dortmund bereits vereinigt. 
train-s1807	Die IG Bau-	Steine	-Erden und die Gewerkschaft Gartenbau, Landwirtschaft und Forsten (GGLF) haben sich im November in Dortmund bereits vereinigt. 
train-s1808	Es ist nach wie vor von zivilen Opfern nach Luftangriffen und Artilleriebeschuß die Rede, und die Verhältnisse auf den Fluchtrouten nach 	Süden	 scheinen sich immer mehr zu verschlimmern. 
train-s1810	Der 	ACTU	 fordert eine Abänderung des neuen Sozialpartnergesetzes, um sicherzustellen, daß die Arbeiter mit Kollektivverträgen nicht benachteiligt werden. 
train-s1813	Die Parteisprecherin von Bündnis 90 / Die Grünen, 	Krista	 Sager, äußerte sich dagegen eher skeptisch. 
train-s1814	Nach Darstellung von 	Greenpeace	 wurde der Betrieb an 100 Tankstellen gestört. 
train-s1815	Mindestens 15 Menschen sind am Sonntag bei einem Autobomben-Anschlag auf die ägyptische Botschaft in der pakistanischen Hauptstadt 	Islamabad	 getötet worden. 
train-s1817	In 	Seoul	 zeigten die Stabilisierungsschritte erste Früchte: 
train-s1818	Dieser Service werde bereits in 	Finnland	 und den Niederlanden angeboten. 
train-s1819	Die Auswirkungen für 	Deutschland	 wollen die Experten nicht genau prognostizieren. 
train-s1822	Die Marktkapitalisierung wird auf etwa 600 Millionen Pfund (gut 1,7 Milliarden 	Mark	) geschätzt. 
train-s1822	Die Marktkapitalisierung wird auf etwa 600 Millionen 	Pfund	 (gut 1,7 Milliarden Mark) geschätzt. 
train-s1826	``Heute arbeiten in der Stadt wieder rund 80 Glashersteller aller Art mit zusammen etwa 700 Beschäftigten'', sagt Amtsleiter 	Greiner	-Well. 
train-s1827	Die Zukunft der Branche soll im nächsten Frühjahr in 	Bonn	 gesichert werden. 
train-s1828	Es folgt die 	Dresdner	 Bank, die mit Immobilien in der Mainzer Altstadt nur bescheidene steuerliche Abschreibungsmöglichkeiten offerieren kann. 
train-s1835	Vor kurzem verbot der 	Agiv	-Vorstand dem Kaufinteressenten, die Prüfung der angeschlossenen Firmen fortzusetzen. 
train-s1841	Der Vorstand macht 5,4 Milliarden Mark locker, um die restlichen Aktien von 	Roussel	 Uclaf, die bereits mehrheitlich zur Gruppe gehörende französischen Pharmafirma, zu erwerben. 
train-s1841	Der Vorstand macht 5,4 Milliarden 	Mark	 locker, um die restlichen Aktien von Roussel Uclaf, die bereits mehrheitlich zur Gruppe gehörende französischen Pharmafirma, zu erwerben. 
train-s1844	Die Ausfuhren der deutschen Land- und Ernährungswirtschaft sind im vergangenen Jahr im Vergleich zur Vorperiode um 3,7 Prozent auf knapp 40 Milliarden 	Mark	 gestiegen. 
train-s1847	Wer eine Bilanzsumme von neun Milliarden Mark bewegt, um mit Mühe einen Jahresüberschuß von sieben Millionen 	Mark	 auszuweisen, hat noch eine lange Wegstrecke vor sich. 
train-s1847	Wer eine Bilanzsumme von neun Milliarden 	Mark	 bewegt, um mit Mühe einen Jahresüberschuß von sieben Millionen Mark auszuweisen, hat noch eine lange Wegstrecke vor sich. 
train-s1848	Der Sitz der 	Europäischen	 Zentralbank kann nicht ernsthaft erwägen, den letztmöglichen Zeitpunkt für die Umstellung auf den Euro zu wählen. 
train-s1849	Im Jahr 2000 soll der neue Eigner 480 Millionen 	Mark	 investieren. 
train-s1851	``Ein sehr zäher Prozeß'', meint 	Stocker	 rückblickend. 
train-s1852	Der Umsatz legte um ein Drittel auf 58,9 Milliarden 	Kronen	 zu. 
train-s1858	Die Expo-Macher brüsten sich damit, daß für ihre Veranstaltung im Jahr 2000 bereits heute 107 Staaten ihr Kommen zugesagt haben -- genauso viele wie bei der Weltausstellung in 	Sevilla	 vor fünf Jahren dabei waren. 
train-s1858	Die 	Expo	-Macher brüsten sich damit, daß für ihre Veranstaltung im Jahr 2000 bereits heute 107 Staaten ihr Kommen zugesagt haben -- genauso viele wie bei der Weltausstellung in Sevilla vor fünf Jahren dabei waren. 
train-s1862	Das ändere nichts am Vorrang der Filialen, hebt 	Dreyer	 hervor. 
train-s1864	In zwei Jahren scheidet er dort aus, mit einer zusätzlichen GM -- Zahlung von 700 Millionen 	Dollar	 in der Tasche. 
train-s1865	``Die Frage ist nur'', meint ein Finanzexperte, ``ob er ins 	Weiße	 Haus einziehen kann, ohne uns vorher zu sagen, was er eigentlich machen will.'' 
train-s1866	Als 	Rao	 die Regierung übernahm, gab es praktisch kein Wirtschaftswachstum mehr. 
train-s1867	``Wir haben alle Formulierungen vermieden, die irgendein Gesetz in Kuba verletzen könnten'', erklärt mit milder Stimme 	Castellanos	, ``und das hat uns dennoch nicht vor dem Rausschmiß bewahrt.'' 
train-s1867	``Wir haben alle Formulierungen vermieden, die irgendein Gesetz in 	Kuba	 verletzen könnten'', erklärt mit milder Stimme Castellanos, ``und das hat uns dennoch nicht vor dem Rausschmiß bewahrt.'' 
train-s1868	Als Antwort auf die Frage, warum es nicht rechtzeitig gelungen ist, den Flughafen von 	Sarajewo	 zur humanitären Versorgung der Stadt freizubekommen -- das heißt auch notfalls freizukämpfen -- wird es in künftigen Fällen nicht mehr ausreichen, wie heute auf das Grundgesetz zu verweisen. 
train-s1869		Mecklenburg	-Vorpommern ist ein traditionelles Agrarland, warum sollen wir das hier nicht schaffen? 
train-s1872	Ein Beispiel hierfür ist die Gesellschaft 	Olympic	 Catering. 
train-s1873	``Wenn China floriert, dann floriert auch 	Hongkong	'', sagt ein Hongkonger Banker. 
train-s1873	``Wenn 	China	 floriert, dann floriert auch Hongkong'', sagt ein Hongkonger Banker. 
train-s1875	Ich vertrete meine Region mit ihren Problemen im Bundestag genauso, wie es auch 	West	-Kollegen tun. 
train-s1876	SPD-Bundesgeschäftsführer 	Karlheinz	 Blessing hat als Alternative zum Karenztag vorgeschlagen, daß ``Blaumacher'' ihre Fehlzeiten nacharbeiten sollten. 
train-s1877	Die Dienstvorschriften in den drei Atomkraftwerken 	Taiwans	 sollen überprüft werden. 
train-s1878	``Dieses Urteil, das den Arbeitgeber zur Lohnfortzahlung in jedem Fall verpflichtet, ist weltfremd, praxisfern und kann dem Mißbrauch Tür und Tor öffnen'', monierte 	Günther	. 
train-s1879	Die Leiterin einer UN-Inspektionsdelegation, Karen Jansen, teilte am Samstag in 	Bagdad	 mit, Gerät und Anlagen, die primär der Produktion von chemischen Waffen gedient hätten, seien vernichtet. 
train-s1879	Die Leiterin einer UN-Inspektionsdelegation, 	Karen	 Jansen, teilte am Samstag in Bagdad mit, Gerät und Anlagen, die primär der Produktion von chemischen Waffen gedient hätten, seien vernichtet. 
train-s1879	Die Leiterin einer 	UN	-Inspektionsdelegation, Karen Jansen, teilte am Samstag in Bagdad mit, Gerät und Anlagen, die primär der Produktion von chemischen Waffen gedient hätten, seien vernichtet. 
train-s1880	Dem Bericht zufolge dürfte das Defizit in der laufenden Periode noch über 160 Billionen 	Lire	 liegen. 
train-s1884	Die Zahnärzte an Rhein und 	Ruhr	 waren nach Verbandsangaben bereits 1987 an zwei Tagen in Warnstreiks getreten. 
train-s1884	Die Zahnärzte an 	Rhein	 und Ruhr waren nach Verbandsangaben bereits 1987 an zwei Tagen in Warnstreiks getreten. 
train-s1886	Im vergangenen Jahr war der Fehlbetrag von zuvor 29,7 Millionen auf 67,3 Millionen 	Mark	 angeschwollen. 
train-s1887	In 	Istanbul	 läuft an diesem Nachmittag eine Großfahndung. 
train-s1893	Der aserbaidschanische Verteidigungsministerium teilte mit, 	Mardakert	 sei ``von der Armee umzingelt''. 
train-s1894	Renate Schmidt erinnert an besondere Verantwortung für 	Israel	 
train-s1894	Renate 	Schmidt	 erinnert an besondere Verantwortung für Israel 
train-s1894		Renate	 Schmidt erinnert an besondere Verantwortung für Israel 
train-s1897	Jean-Christophe Mitterrand, der älteste Sohn des französischen Staatspräsidenten 	François	 Mitterrand, ist nicht mehr amtlicher Afrikaberater seines Vaters. 
train-s1897		Jean	-Christophe Mitterrand, der älteste Sohn des französischen Staatspräsidenten François Mitterrand, ist nicht mehr amtlicher Afrikaberater seines Vaters. 
train-s1899	Die Frage, ob darüber gegenwärtig Gespräche mit 	BASF	 stattfänden, bleibt unbeantwortet. 
train-s1902	Der Bundesverteidigungsminister sagte, er habe in 	London	 seinen Vorschlag bekräftigt, die taktischen Erfordernissen künftiger Verteidigung gemeinsam neu zu bewerten und zusammen mit weiteren Partnern ein gänzlich neues, um 30 bis 40 Prozent billigeres Flugzeug zu entwerfen. 
train-s1903	Politische Beobachter vertraten die Ansicht, 	Irak	 wolle lediglich testen, wie entschlossen der Sicherheitsrat sei, seine Forderung durchzusetzen. 
train-s1905	Die US-Menschenrechtsorganisation ``Afrika Watch'' hat dem zairischen Präsidenten 	Mobutu	 Sese Seko vorgeworfen, den demokratischen Prozeß in seinem Land zu sabotieren. 
train-s1905	Die US-Menschenrechtsorganisation ``	Afrika	 Watch'' hat dem zairischen Präsidenten Mobutu Sese Seko vorgeworfen, den demokratischen Prozeß in seinem Land zu sabotieren. 
train-s1905	Die 	US	-Menschenrechtsorganisation ``Afrika Watch'' hat dem zairischen Präsidenten Mobutu Sese Seko vorgeworfen, den demokratischen Prozeß in seinem Land zu sabotieren. 
train-s1907	Die Wahlbeteiligung wurde von der polnischen Nachrichtenagentur 	PAP	 zwei Stunden vor Schließung der Wahllokale auf nur 40 bis 60 Prozent geschätzt. 
train-s1912	Der Mord an dem israelischen Regierungschef 	Yitzhak	 Rabin wurde in den meisten Ländern mit Entsetzen aufgenommen. 
train-s1914	``Es paßt nicht in die Mentalität dieser Leute, zu schmuggeln'', meint der Vorsteher des Amtes am Autobahnübergang Weil, 	Gerhard	 Nickel. 
train-s1915	Alle UN-Organisationen sind besorgt über die wachsende Verarmung der Landbevölkerung'', sagte der Vertreter des Entwicklungsprogramms der Vereinten Nationen (UNDP,) Douglas W. Gardner, bei 	Härdtls	 Besuch. 
train-s1915	Alle UN-Organisationen sind besorgt über die wachsende Verarmung der Landbevölkerung'', sagte der Vertreter des Entwicklungsprogramms der Vereinten Nationen (UNDP,) 	Douglas	 W. Gardner, bei Härdtls Besuch. 
train-s1915	Alle UN-Organisationen sind besorgt über die wachsende Verarmung der Landbevölkerung'', sagte der Vertreter des Entwicklungsprogramms der Vereinten Nationen (	UNDP	,) Douglas W. Gardner, bei Härdtls Besuch. 
train-s1915	Alle UN-Organisationen sind besorgt über die wachsende Verarmung der Landbevölkerung'', sagte der Vertreter des Entwicklungsprogramms der 	Vereinten	 Nationen (UNDP,) Douglas W. Gardner, bei Härdtls Besuch. 
train-s1915	Alle 	UN	-Organisationen sind besorgt über die wachsende Verarmung der Landbevölkerung'', sagte der Vertreter des Entwicklungsprogramms der Vereinten Nationen (UNDP,) Douglas W. Gardner, bei Härdtls Besuch. 
train-s1918	Der Vorsitzende der palästinensischen Verwaltung, 	Yassir	 Arafat, wolle, daß einer der drei im Gaza-Streifen geplanten Industrieparks von Deutschen übernommen werde. 
train-s1921	Die Kanadier hätten seit vielen Jahren Zeit, sich umzustellen, es gebe kein Argument dafür, daß die Verordnung zu früh komme, sagt Naturschutzreferent 	Martin	 Riebe. 
train-s1923	Die BA habe seit der Wende in 	Ostdeutschland	 drei Millionen Arbeitnehmer beruflich qualifiziert; 
train-s1923	Die 	BA	 habe seit der Wende in Ostdeutschland drei Millionen Arbeitnehmer beruflich qualifiziert; 
train-s1925	``Haben Sie schon mal gehört'', fragt einer aus dem SPD-Troß, ``daß 	Ringstorff	 den Friese deckelt?'' 
train-s1925	``Haben Sie schon mal gehört'', fragt einer aus dem 	SPD	-Troß, ``daß Ringstorff den Friese deckelt?'' 
train-s1929	``Die scheinbare Rettung durch Zusicherung von sieben Millionen 	Mark	 jährlich von der Bundesregierung ist in Wahrheit nur die Fortsetzung eines Sterbeprozesses'', heißt es in einem Memorandum. 
train-s1931	Staatspräsident 	Jacques	 Chirac beauftragte ihn gleich danach mit der Bildung eines neuen Kabinetts. 
train-s1934	Bischof Kohlwage räumte ein, daß im vergangenen Jahr politisch Verantwortliche kaum auf den 	EKD	-Bericht reagiert hätten. 
train-s1934	Bischof 	Kohlwage	 räumte ein, daß im vergangenen Jahr politisch Verantwortliche kaum auf den EKD-Bericht reagiert hätten. 
train-s1935	``Wir müssen gemeinsam Verantwortung für Europa übernehmen'', appellierte 	Waigel	 an die SPD und die von ihr beherrschte Länderkammer. 
train-s1935	``Wir müssen gemeinsam Verantwortung für 	Europa	 übernehmen'', appellierte Waigel an die SPD und die von ihr beherrschte Länderkammer. 
train-s1937	Es scheiden die Vertreter von Ruanda, Argentinien, Oman, Nigeria und 	Tschechiens	 aus. 
train-s1937	Es scheiden die Vertreter von Ruanda, Argentinien, Oman, 	Nigeria	 und Tschechiens aus. 
train-s1937	Es scheiden die Vertreter von Ruanda, Argentinien, 	Oman	, Nigeria und Tschechiens aus. 
train-s1937	Es scheiden die Vertreter von Ruanda, 	Argentinien	, Oman, Nigeria und Tschechiens aus. 
train-s1937	Es scheiden die Vertreter von 	Ruanda	, Argentinien, Oman, Nigeria und Tschechiens aus. 
train-s1938	``Daß Tiere für studentische Praktika gequält und getötet werden, ist ethisch nicht zu vertreten und wissenschaftlich nicht zu begründen'', sagte der Präsident der Organisation, Wolfgang Apel, am Mittwoch in 	Bonn	. 
train-s1938	``Daß Tiere für studentische Praktika gequält und getötet werden, ist ethisch nicht zu vertreten und wissenschaftlich nicht zu begründen'', sagte der Präsident der Organisation, 	Wolfgang	 Apel, am Mittwoch in Bonn. 
train-s1939	Präsident 	Jacques	 Chirac hatte das Kabinett am Vortag aufgelöst, um seine Neubildung und Verkleinerung zu ermöglichen -- nun sind es 16 statt 25 Minister. 
train-s1940	Die Grundbedürfnis könne auf Dauer nicht unterdrückt werden, sagte die CDU -- Politikerin am Mittwoch in 	Bonn	. 
train-s1941	Dies entschied am Mittwoch der zuständige Bundesrichter William Turnoff im US -- Staat 	Florida	. 
train-s1941	Dies entschied am Mittwoch der zuständige Bundesrichter 	William	 Turnoff im US -- Staat Florida. 
train-s1942	Die Stadtverwaltung von Paris muß in diesem Jahr auf die norwegische Weihnachtstanne verzichten, die traditionell den Place de 	Tertre	 auf dem Montmartre schmückt. 
train-s1942	Die Stadtverwaltung von 	Paris	 muß in diesem Jahr auf die norwegische Weihnachtstanne verzichten, die traditionell den Place de Tertre auf dem Montmartre schmückt. 
train-s1943	Es sei wichtig, daß sich ein breiter Kreis mit den von Heymann vorgelegten Thesen beschäftigt, meint Ringel, denn immerhin sei dieser offizieller Berater bei der Erarbeitung neuer Mathematik-Lehrpläne in 	Nordrhein	-Westfalen. 
train-s1943	Es sei wichtig, daß sich ein breiter Kreis mit den von Heymann vorgelegten Thesen beschäftigt, meint 	Ringel	, denn immerhin sei dieser offizieller Berater bei der Erarbeitung neuer Mathematik-Lehrpläne in Nordrhein-Westfalen. 
train-s1943	Es sei wichtig, daß sich ein breiter Kreis mit den von 	Heymann	 vorgelegten Thesen beschäftigt, meint Ringel, denn immerhin sei dieser offizieller Berater bei der Erarbeitung neuer Mathematik-Lehrpläne in Nordrhein-Westfalen. 
train-s1944	Die Minister reagierte darauf mit einem Zitat des früheren CDU -- Finanzministers 	Manfred	 Kanther. 
train-s1947	Der 	FDP	-Politiker schloß jedoch eine höhere Nettokreditaufnahme aus. 
train-s1949	Der 	Commonwealth	-Gipfel beginnt am morgigen Freitag offiziell mit der Eröffnungsfeier. 
train-s1951	So sitzen der geständige Todesschütze 	Jigal	 Amir und sein Bruder in Untersuchungshaft. 
train-s1952	Das Sondereinsatzkommando der Polizei stürmte die Boeing 747 auf dem internationalen Flughafen von 	Athen	 und nahm den Luftpiraten fest. 
train-s1958	Die Mitglieder des Commonwealth fragen sich nun, wem diese Organisation noch nützt, wenn sich 	Großbritannien	 in derart wichtigen Punkten gegen seine einstigen südpazifischen Kolonialgebiete stellt. 
train-s1960	``Ein bedauerlicher Rückschritt in die Steinzeit des Naturschutzes'', kommentiert Naturschützer und Kletterer 	Sander	. 
train-s1962	Der Eintritt in die Politik hätte ``Opfer und Änderungen in unserem Leben verlangt, die wir zu diesem Zeitpunkt nur schwer ertragen hätten'', sagte er bei dem Auftritt mit seiner Frau 	Alma	. 
train-s1964	Außenminister Klaus Kinkel (	FDP	) ging in seiner Würdigung des Mauerfalls zumindest auf den 9. November 1938 ein. 
train-s1964	Außenminister 	Klaus	 Kinkel (FDP) ging in seiner Würdigung des Mauerfalls zumindest auf den 9. November 1938 ein. 
train-s1966	Die Frankfurter SPD hatte Oberbürgermeisterin 	Roth	 am Samstag aufgefordert, Verfassungsklage gegen den Bund wegen Aushöhlung der kommunalen Selbstverwaltung einzureichen. 
train-s1967	Der Vorsitzende der Armutskonferenz in Potsdam, Ruth Brand, sagte am Rande der Generalversammlung der Europa -- Organisation, zwischen 1983 und 1993 habe sich die Zahl der Sozialhilfeempfänger in 	Deutschland	 vervierfacht. 
train-s1967	Der Vorsitzende der Armutskonferenz in Potsdam, 	Ruth	 Brand, sagte am Rande der Generalversammlung der Europa -- Organisation, zwischen 1983 und 1993 habe sich die Zahl der Sozialhilfeempfänger in Deutschland vervierfacht. 
train-s1967	Der Vorsitzende der Armutskonferenz in 	Potsdam	, Ruth Brand, sagte am Rande der Generalversammlung der Europa -- Organisation, zwischen 1983 und 1993 habe sich die Zahl der Sozialhilfeempfänger in Deutschland vervierfacht. 
train-s1969	ÖTV-Sprecher Thomas Wunder sagte in 	Stuttgart	, der Tarifvertrag habe eine Laufzeit von 18 Monaten. 
train-s1969	ÖTV-Sprecher 	Thomas	 Wunder sagte in Stuttgart, der Tarifvertrag habe eine Laufzeit von 18 Monaten. 
train-s1971	``Es wäre so schön gewesen, wenn das zu vermeiden gewesen wäre'', meint 	Kannegießer	. 
train-s1973	Irans Außenminister 	Ali	 Akbar Welayati hat die Fatwa ausdrücklich begrüßt. 
train-s1973		Irans	 Außenminister Ali Akbar Welayati hat die Fatwa ausdrücklich begrüßt. 
train-s1974	Wirtschaftsminister 	Günter	 Rexrodt hat das Berliner Wahldebakel der FDP einigermaßen unbeschadet überstanden, mit dem längeren Ladenschluß sogar einen echten Coup gelandet. 
train-s1977	In Sevilla wurden nach Meteorologen-Angaben von Freitag bis 	Sonntag	 fast 100 Liter Regen pro Quadratmeter gemessen. 
train-s1977	In Sevilla wurden nach Meteorologen-Angaben von 	Freitag	 bis Sonntag fast 100 Liter Regen pro Quadratmeter gemessen. 
train-s1977	In 	Sevilla	 wurden nach Meteorologen-Angaben von Freitag bis Sonntag fast 100 Liter Regen pro Quadratmeter gemessen. 
train-s1978	``Wir wollen noch mehr'', betont 	Omicevic	. 
train-s1979	Bonn hofft, daß diese politische Geste in 	Peking	 mit Wohlwollen zur Kenntnis genommen und mit fetten Aufträgen für deutsche Großunternehmen belohnt wird. 
train-s1979		Bonn	 hofft, daß diese politische Geste in Peking mit Wohlwollen zur Kenntnis genommen und mit fetten Aufträgen für deutsche Großunternehmen belohnt wird. 
train-s1980	Ein 	Buddha	 besucht keine Kasernen. 
train-s1986	Don 	Gianni	 Menig, Träger eines künstlichen Herzens, feierte die Messe mit weiteren Kunstherz-Trägern und Empfängern von Spenderherzen. 
train-s1986		Don	 Gianni Menig, Träger eines künstlichen Herzens, feierte die Messe mit weiteren Kunstherz-Trägern und Empfängern von Spenderherzen. 
train-s1992	Er war am Morgen als erster gekommen, sprach lange mit Wartenden, darunter Bekannte aus alten Tagen wie der verurteilte DDR -- Verteidigungsminister 	Heinz	 Keßler. 
train-s1993	Bundeswirtschaftsminister 	Günter	 Rexrodt befürwortet die Aufhebung des heutigen Gebietsschutzes und eine Durchleitungspflicht. 
train-s1995	``Die Angebote lagen nahe beieinander'', gibt 	Cheong	 zu. 
train-s1996	``Im August und September wurden viele geplante Sonderaktionen zu 	Frankreich	 abgesagt. 
train-s1996	``Im August und 	September	 wurden viele geplante Sonderaktionen zu Frankreich abgesagt. 
train-s1997	Salimah 	Aga	 Khan will nach eigenen Angaben den Erlös der Versteigerung einer karitativen Organisation spenden. 
train-s1997		Salimah	 Aga Khan will nach eigenen Angaben den Erlös der Versteigerung einer karitativen Organisation spenden. 
train-s2000	Der früherer Polizeichef Necdet Menzir dürfte auf die türkische Ministerpräsidentin 	Tansu	 Ciller nicht gut zu sprechen sein: 
train-s2000	Der früherer Polizeichef 	Necdet	 Menzir dürfte auf die türkische Ministerpräsidentin Tansu Ciller nicht gut zu sprechen sein: 
train-s2001	``Die Ministerpräsidentin möchte ein dynamisches und junges Team bilden'', sagt der türkische Treuhandchef 	Söylemez	. 
train-s2002	``Wir konzentrieren uns auf Marktnischen, in denen wir schneller sein können als die Telekom'', erklärt Deutschland-Chef 	Horst	 Enzelmüller. 
train-s2002	``Wir konzentrieren uns auf Marktnischen, in denen wir schneller sein können als die Telekom'', erklärt 	Deutschland	-Chef Horst Enzelmüller. 
train-s2003	Im kommenden Jahr sollen dann Eschborn und 	Hausen	 angeschlossen werden. 
train-s2003	Im kommenden Jahr sollen dann 	Eschborn	 und Hausen angeschlossen werden. 
train-s2008	In einer Rede vor dem Plenum rief Bundesumweltministerin Angela Merkel (	CDU	) dazu auf, daß Industrie- und Entwicklungländer gemeinsam nach Wegen suchen, um Ressourcen nachhaltig zu entwickeln und zu erhalten. 
train-s2008	In einer Rede vor dem Plenum rief Bundesumweltministerin 	Angela	 Merkel (CDU) dazu auf, daß Industrie- und Entwicklungländer gemeinsam nach Wegen suchen, um Ressourcen nachhaltig zu entwickeln und zu erhalten. 
train-s2009	Wenige Tage vor dem Beginn des Forums der Asiatisch-Pazifischen Wirtschaftskooperation (	Apec	) im japanischen Osaka machen die asiatischen Staatschefs keinen Hehl aus ihrem Ärger über das Gastgeberland. 
train-s2011	Der Großteil kommt aus Japan und 	Taiwan	. 
train-s2011	Der Großteil kommt aus 	Japan	 und Taiwan. 
train-s2012	Am Dienstag abend waren erneute Gespräche zwischen Haushaltsexperten des Weißen Hauses und des von den Republikanern beherrschten 	Kongresses	 ergebnislos abgebrochen worden. 
train-s2012	Am Dienstag abend waren erneute Gespräche zwischen Haushaltsexperten des 	Weißen	 Hauses und des von den Republikanern beherrschten Kongresses ergebnislos abgebrochen worden. 
train-s2013	Rund 2000 	Nasa	-Angestellte mußten zu Hause bleiben. 
train-s2015	Scharfe Kritik am Truppenbesuch Bundeskanzler Helmut Kohls in 	China	 äußerte auch die Fraktion von Bündnis 90 / Die Grünen. 
train-s2015	Scharfe Kritik am Truppenbesuch Bundeskanzler 	Helmut	 Kohls in China äußerte auch die Fraktion von Bündnis 90 / Die Grünen. 
train-s2016	Er will Ende November in 	Washington	 mit der US -- Regierung über den Friedensprozeß sprechen. 
train-s2016	Er will Ende 	November	 in Washington mit der US -- Regierung über den Friedensprozeß sprechen. 
train-s2017	Rund 5000 Stellen will die US-Gruppe 	3M	 streichen. 
train-s2017	Rund 5000 Stellen will die 	US	-Gruppe 3M streichen. 
train-s2021	``Wir wollen ein würdiges Leben für alle'', redet Scheich 	Nahnah	 scheinbar unbeeindruckt weiter. 
train-s2023	Die EU beschloß am Mittwoch nach Agenturberichten ein Waffenembargo gegen 	Nigeria	. 
train-s2026	Der Sprecher des Justizministeriums 	Giorgos	 Pavleas gab bekannt, die sechs Wärter seien nach 28 Stunden unverletzt freigekommen. 
train-s2029	Gemeinsam mit der 	Deutschen	 Bahn wurde ein Ferienzugkonzept mit dem Titel'' im Zug der Zeit -- Zügig in den Schwarzwald ``geschaffen. 
train-s2032	Der 22jährige Sanitäter, der auf einem Stützpunkt in Schweinfurt stationiert ist, hatte im Oktober einen Einsatz unter 	UN	-Kommando im ehemaligen Jugoslawien verweigert. 
train-s2032	Der 22jährige Sanitäter, der auf einem Stützpunkt in 	Schweinfurt	 stationiert ist, hatte im Oktober einen Einsatz unter UN-Kommando im ehemaligen Jugoslawien verweigert. 
train-s2034	Die Staaten enthielten sich der Stimme, darunter auch Deutschland, Rußland, Israel, 	Spanien	 sowie alle osteuropäischen Länder. 
train-s2034	Die Staaten enthielten sich der Stimme, darunter auch Deutschland, Rußland, 	Israel	, Spanien sowie alle osteuropäischen Länder. 
train-s2034	Die Staaten enthielten sich der Stimme, darunter auch Deutschland, 	Rußland	, Israel, Spanien sowie alle osteuropäischen Länder. 
train-s2034	Die Staaten enthielten sich der Stimme, darunter auch 	Deutschland	, Rußland, Israel, Spanien sowie alle osteuropäischen Länder. 
train-s2036	Die Regierung teilte nur mit, 	Rushdies	 Auftritt bei der Messe sei aus Sicherheitsgründen abgesagt worden. 
train-s2037	Eine Besonderheit auf Santo ist das Santo Hotel an der einzigen Hauptstraße der Insel in der Hauptstadt 	Luganville	. 
train-s2037	Eine Besonderheit auf 	Santo	 ist das Santo Hotel an der einzigen Hauptstraße der Insel in der Hauptstadt Luganville. 
train-s2038	Alle wollen doch so schlafen wie Alexandra und 	Joachim	. 
train-s2038	Alle wollen doch so schlafen wie 	Alexandra	 und Joachim. 
train-s2039	``Mit meinen 45 Jahren bin ich zu alt für diese Art Leben'', erzählt 	Wang	. 
train-s2040	``Wenn mir eine Ernte kaputtgeht, dann wird es schlimm'', sagt Bauer Qin Qunzhu im Dorf Xiao Zhang im Kreis 	Binxian	. 
train-s2040	``Wenn mir eine Ernte kaputtgeht, dann wird es schlimm'', sagt Bauer Qin Qunzhu im Dorf 	Xiao	 Zhang im Kreis Binxian. 
train-s2040	``Wenn mir eine Ernte kaputtgeht, dann wird es schlimm'', sagt Bauer 	Qin	 Qunzhu im Dorf Xiao Zhang im Kreis Binxian. 
train-s2041	``Deutschland war das erste europäische Land, das den Mißbrauch von Kindern auch dann unter Strafe stellte, wenn er im Ausland geschah'', erläutert 	Felizardo	. 
train-s2041	``	Deutschland	 war das erste europäische Land, das den Mißbrauch von Kindern auch dann unter Strafe stellte, wenn er im Ausland geschah'', erläutert Felizardo. 
train-s2043	Waigels Forderung, Maastricht mit einem ``Stabilitätspakt'' anzureichern, findet enormen Widerhall, 	Schwedens	 Vorstoß für 
train-s2043	Waigels Forderung, 	Maastricht	 mit einem ``Stabilitätspakt'' anzureichern, findet enormen Widerhall, Schwedens Vorstoß für 
train-s2043		Waigels	 Forderung, Maastricht mit einem ``Stabilitätspakt'' anzureichern, findet enormen Widerhall, Schwedens Vorstoß für 
train-s2045	Caritas-Chef und Bischof 	Armando	 Franco wies darauf hin, daß die Ausländer zum Reichtum des Landes beitrügen. 
train-s2048	In 	Paris	 selbst nahmen zur gleichen Zeit rund tausend Studenten an einer Kundgebung im Quartier Latin teil. 
